// energy, count, energy, count (twice initial wave amplitude)	
              0	            238		              0	             47	
             50	            238		             50	             47	
             50	            160		             50	             68	
            100	            160		            100	             68	
            100	            157		            100	             58	
            150	            157		            150	             58	
            150	            109		            150	             62	
            200	            109		            200	             62	
            200	            101		            200	             50	
            250	            101		            250	             50	
            250	             78		            250	             40	
            300	             78		            300	             40	
            300	            106		            300	             36	
            350	            106		            350	             36	
            350	             97		            350	             32	
            400	             97		            400	             32	
            400	            123		            400	             36	
            450	            123		            450	             36	
            450	            141		            450	             27	
            500	            141		            500	             27	
            500	            121		            500	             30	
            550	            121		            550	             30	
            550	            144		            550	             47	
            600	            144		            600	             47	
            600	            131		            600	             41	
            650	            131		            650	             41	
            650	            171		            650	             40	
            700	            171		            700	             40	
            700	            121		            700	             40	
            750	            121		            750	             40	
            750	            111		            750	             34	
            800	            111		            800	             34	
            800	             82		            800	             30	
            850	             82		            850	             30	
            850	             87		            850	             45	
            900	             87		            900	             45	
            900	             66		            900	             46	
            950	             66		            950	             46	
            950	             51		            950	             53	
           1000	             51		           1000	             53	
           1000	             54		           1000	             49	
           1050	             54		           1050	             49	
           1050	             43		           1050	             51	
           1100	             43		           1100	             51	
           1100	             31		           1100	             62	
           1150	             31		           1150	             62	
           1150	             23		           1150	             58	
           1200	             23		           1200	             58	
           1200	             23		           1200	             61	
           1250	             23		           1250	             61	
           1250	             17		           1250	             66	
           1300	             17		           1300	             66	
           1300	             16		           1300	             60	
           1350	             16		           1350	             60	
           1350	             17		           1350	             68	
           1400	             17		           1400	             68	
           1400	             13		           1400	             57	
           1450	             13		           1450	             57	
           1450	             12		           1450	             65	
           1500	             12		           1500	             65	
           1500	             13		           1500	             75	
           1550	             13		           1550	             75	
           1550	              4		           1550	             76	
           1600	              4		           1600	             76	
           1600	              8		           1600	             75	
           1650	              8		           1650	             75	
           1650	              4		           1650	             82	
           1700	              4		           1700	             82	
           1700	              5		           1700	             65	
           1750	              5		           1750	             65	
           1750	              2		           1750	             94	
           1800	              2		           1800	             94	
           1800	              1		           1800	             75	
           1850	              1		           1850	             75	
           1850	              4		           1850	             81	
           1900	              4		           1900	             81	
           1900	              0		           1900	             74	
           1950	              0		           1950	             74	
           1950	              0		           1950	             64	
           2000	              0		           2000	             64	
           2000	              0		           2000	             71	
           2050	              0		           2050	             71	
           2050	              0		           2050	             41	
           2100	              0		           2100	             41	
           2100	              0		           2100	             74	
           2150	              0		           2150	             74	
           2150	              0		           2150	             65	
           2200	              0		           2200	             65	
           2200	              0		           2200	             60	
           2250	              0		           2250	             60	
           2250	              0		           2250	             46	
           2300	              0		           2300	             46	
           2300	              0		           2300	             39	
           2350	              0		           2350	             39	
           2350	              0		           2350	             34	
           2400	              0		           2400	             34	
           2400	              0		           2400	             37	
           2450	              0		           2450	             37	
           2450	              0		           2450	             41	
           2500	              0		           2500	             41	
           2500	              0		           2500	             37	
           2550	              0		           2550	             37	
           2550	              0		           2550	             30	
           2600	              0		           2600	             30	
           2600	              0		           2600	             22	
           2650	              0		           2650	             22	
           2650	              0		           2650	             23	
           2700	              0		           2700	             23	
           2700	              0		           2700	             28	
           2750	              0		           2750	             28	
           2750	              0		           2750	             27	
           2800	              0		           2800	             27	
           2800	              0		           2800	             19	
           2850	              0		           2850	             19	
           2850	              0		           2850	             23	
           2900	              0		           2900	             23	
           2900	              0		           2900	             14	
           2950	              0		           2950	             14	
           2950	              0		           2950	             14	
           3000	              0		           3000	             14	
           3000	              0		           3000	              7	
           3050	              0		           3050	              7	
           3050	              0		           3050	              7	
           3100	              0		           3100	              7	
           3100	              0		           3100	              7	
           3150	              0		           3150	              7	
           3150	              0		           3150	              6	
           3200	              0		           3200	              6	
           3200	              0		           3200	              7	
           3250	              0		           3250	              7	
           3250	              0		           3250	              1	
           3300	              0		           3300	              1	
           3300	              0		           3300	              1	
           3350	              0		           3350	              1	
           3350	              0		           3350	              0	
           3400	              0		           3400	              0	
           3400	              0		           3400	              0	
           3450	              0		           3450	              0	
           3450	              0		           3450	              1	
           3500	              0		           3500	              1	
           3500	              0		           3500	              0	
           3550	              0		           3550	              0	
           3550	              0		           3550	              1	
           3600	              0		           3600	              1	
           3600	              0		           3600	              0	
           3650	              0		           3650	              0	
           3650	              0		           3650	              0	
           3700	              0		           3700	              0	
           3700	              0		           3700	              0	
           3750	              0		           3750	              0	
           3750	              0		           3750	              0	
           3800	              0		           3800	              0	
           3800	              0		           3800	              0	
           3850	              0		           3850	              0	
           3850	              0		           3850	              0	
           3900	              0		           3900	              0	
           3900	              0		           3900	              0	
           3950	              0		           3950	              0	
