// time, energy, counts
  0.5000000      0.000000000000000E+000   1939.000    
  0.5000000       50.0000000000000        1939.000    
  0.5000000       50.0000000000000        371.0000    
  0.5000000       100.000000000000        371.0000    
  0.5000000       100.000000000000        43.00000    
  0.5000000       150.000000000000        43.00000    
  0.5000000       150.000000000000        1.000000    
  0.5000000       200.000000000000        1.000000    
  0.5000000       200.000000000000        1.000000    
  0.5000000       250.000000000000        1.000000    
  0.5000000       250.000000000000        1.000000    
  0.5000000       300.000000000000        1.000000    
  0.5000000       300.000000000000        1.000000    
  0.5000000       350.000000000000        1.000000    
  0.5000000       350.000000000000        1.000000    
  0.5000000       400.000000000000        1.000000    
  0.5000000       400.000000000000        1.000000    
  0.5000000       450.000000000000        1.000000    
  0.5000000       450.000000000000        1.000000    
  0.5000000       500.000000000000        1.000000    
  0.5000000       500.000000000000        1.000000    
  0.5000000       550.000000000000        1.000000    
  0.5000000       550.000000000000        1.000000    
  0.5000000       600.000000000000        1.000000    
  0.5000000       600.000000000000        1.000000    
  0.5000000       650.000000000000        1.000000    
  0.5000000       650.000000000000        1.000000    
  0.5000000       700.000000000000        1.000000    
  0.5000000       700.000000000000        1.000000    
  0.5000000       750.000000000000        1.000000    
  0.5000000       750.000000000000        1.000000    
  0.5000000       800.000000000000        1.000000    
  0.5000000       800.000000000000        1.000000    
  0.5000000       850.000000000000        1.000000    
  0.5000000       850.000000000000        1.000000    
  0.5000000       900.000000000000        1.000000    
  0.5000000       900.000000000000        1.000000    
  0.5000000       950.000000000000        1.000000    
  0.5000000       950.000000000000        1.000000    
  0.5000000       1000.00000000000        1.000000    
  0.5000000       1000.00000000000        1.000000    
  0.5000000       1050.00000000000        1.000000    
  0.5000000       1050.00000000000        1.000000    
  0.5000000       1100.00000000000        1.000000    
  0.5000000       1100.00000000000        1.000000    
  0.5000000       1150.00000000000        1.000000    
  0.5000000       1150.00000000000        1.000000    
  0.5000000       1200.00000000000        1.000000    
  0.5000000       1200.00000000000        1.000000    
  0.5000000       1250.00000000000        1.000000    
  0.5000000       1250.00000000000        1.000000    
  0.5000000       1300.00000000000        1.000000    
  0.5000000       1300.00000000000        1.000000    
  0.5000000       1350.00000000000        1.000000    
  0.5000000       1350.00000000000        1.000000    
  0.5000000       1400.00000000000        1.000000    
  0.5000000       1400.00000000000        1.000000    
