//magnetic latitude, j_||
        -0.1278	     0.00500039	
       0.126006	    -0.00479266	
       0.379806	     -0.0148196	
       0.635417	     -0.0261464	
        0.88921	     -0.0394758	
        1.14299	     -0.0551858	
        1.39864	     -0.0738518	
        1.65248	     -0.0958815	
        1.90623	      -0.121173	
        2.16009	      -0.149412	
        2.41381	      -0.180457	
        2.66945	      -0.213826	
        2.92324	       -0.24833	
         3.1753	      -0.283036	
        3.42906	      -0.317286	
        3.68289	      -0.349601	
        3.93667	      -0.378937	
        4.19049	      -0.404577	
        4.44244	      -0.425296	
        4.69619	      -0.440916	
        4.94824	      -0.450889	
        5.20024	      -0.454688	
        5.45224	      -0.453109	
        5.70427	      -0.446066	
        5.95626	      -0.433567	
        6.20834	      -0.417148	
        6.46025	      -0.396996	
        6.71049	      -0.373651	
        6.96247	      -0.348648	
        7.21275	       -0.32199	
        7.46286	      -0.294674	
        7.71298	      -0.267914	
        7.96335	      -0.241289	
        8.21345	      -0.215323	
        8.46189	      -0.191205	
        8.71213	      -0.168782	
        8.96054	      -0.147746	
        9.20882	      -0.128611	
        9.45736	      -0.111499	
        9.70569	     -0.0959914	
        9.95237	     -0.0823524	
        10.2011	      -0.070484	
         10.447	     -0.0599939	
        10.6943	      -0.050863	
        10.9408	     -0.0430209	
        11.1857	     -0.0363375	
        11.4321	      -0.030535	
        11.6768	     -0.0257526	
        11.9211	     -0.0216689	
        12.1659	     -0.0179276	
        12.4111	     -0.0151039	
        12.6558	     -0.0127013	
         12.899	      -0.010372	
        13.1416	    -0.00876136	
        13.3849	    -0.00746728	
         13.628	    -0.00613631	
        13.8693	    -0.00504899	
        14.1125	    -0.00422262	
        14.3532	    -0.00352025	
        14.5946	    -0.00302754	
        14.8356	    -0.00246185	
         15.075	    -0.00202433	
        15.3166	    -0.00182755	
        15.5556	    -0.00142857	
        15.7955	    -0.00112921	
        16.0326	   -0.000900241	
        16.2719	   -0.000748923	
        16.5097	   -0.000603206	
        16.7489	   -0.000471374	
        16.9863	   -0.000594642	
        17.2225	   -0.000247035	
        17.4595	    2.58537e-05	
        17.6964	   -0.000250892	
        17.9319	   -0.000413798	
        18.1675	   -0.000211676	
        18.4031	    0.000116567	
        18.6393	    -0.00013833	
        18.8731	    -0.00022086	
         19.107	    8.67854e-05	
        19.3425	    0.000121274	
        19.5746	    0.000212324	
        19.8095	    0.000181546	
        20.0417	   -4.75801e-05	
        20.2754	   -0.000119464	
        20.5078	    1.59971e-05	
          20.74	    0.000163738	
        20.9723	   -5.23745e-05	
         21.203	    9.71136e-05	
        21.4343	    0.000270149	
         21.665	   -1.70881e-06	
        21.8959	   -2.80805e-05	
        22.1257	     4.5918e-05	
        22.3548	    4.95496e-05	
        22.5847	   -1.28282e-05	
        22.8131	    1.07056e-05	
        23.0437	    1.87777e-05	
        23.2723	    0.000339777	
        23.5008	    0.000703788	
        23.7278	    0.000526647	
        23.9567	    0.000275219	
        24.1836	    8.57675e-05	
         24.412	    6.63309e-05	
        24.6383	    0.000217876	
        24.8658	    8.05251e-05	
        25.0922	    0.000226601	
        25.3171	    0.000379259	
        25.5437	    0.000174362	
        25.7688	    0.000376243	
        25.9961	    0.000304332	
        26.2203	   -0.000169954	
        26.4458	    -7.8391e-05	
        26.6704	    0.000405311	
        26.8962	     0.00037552	
        27.1189	    0.000131889	
         27.344	    0.000121729	
        27.5672	    0.000293348	
        27.7922	    0.000540409	
        28.0159	    0.000307282	
        28.2382	    0.000191791	
