// magnetic latitude, j_||
        -0.1278	     -0.0026094	
       0.126006	      0.0037543	
       0.379806	     0.00995714	
       0.635417	      0.0160249	
        0.88921	      0.0222943	
        1.14299	      0.0286895	
        1.39864	      0.0353525	
        1.65248	      0.0419431	
        1.90623	      0.0487672	
        2.16009	      0.0554785	
        2.41381	      0.0627232	
        2.66945	      0.0702637	
        2.92324	      0.0777696	
         3.1753	      0.0857407	
        3.42906	      0.0939061	
        3.68289	       0.102511	
        3.93667	       0.111116	
        4.19049	       0.119798	
        4.44244	       0.128851	
        4.69619	       0.137904	
        4.94824	       0.146837	
        5.20024	       0.155912	
        5.45224	       0.165174	
        5.70427	       0.174272	
        5.95626	       0.182674	
        6.20834	       0.190797	
        6.46025	        0.19886	
        6.71049	       0.205904	
        6.96247	       0.212888	
        7.21275	       0.219923	
        7.46286	       0.225622	
        7.71298	       0.230629	
        7.96335	       0.234445	
        8.21345	       0.237677	
        8.46189	       0.241678	
        8.71213	       0.244213	
        8.96054	       0.245298	
        9.20882	       0.246907	
        9.45736	        0.24833	
        9.70569	       0.248699	
        9.95237	       0.248876	
        10.2011	       0.248583	
         10.447	       0.248044	
        10.6943	       0.247613	
        10.9408	       0.245938	
        11.1857	       0.244542	
        11.4321	       0.245161	
        11.6768	       0.244605	
        11.9211	       0.242334	
        12.1659	       0.241092	
        12.4111	       0.240862	
        12.6558	       0.239962	
         12.899	       0.237569	
        13.1416	       0.236832	
        13.3849	       0.235883	
         13.628	       0.232898	
        13.8693	       0.231482	
        14.1125	       0.230893	
        14.3532	        0.22949	
        14.5946	       0.226306	
        14.8356	       0.223705	
         15.075	       0.223938	
        15.3166	       0.222842	
        15.5556	       0.219745	
        15.7955	       0.217263	
        16.0326	       0.214774	
        16.2719	        0.21249	
        16.5097	       0.211996	
        16.7489	       0.210839	
        16.9863	       0.207783	
        17.2225	       0.205181	
        17.4595	       0.202503	
        17.6964	       0.200408	
        17.9319	       0.200149	
        18.1675	       0.200519	
        18.4031	       0.199379	
        18.6393	       0.196048	
        18.8731	       0.193908	
         19.107	        0.19222	
        19.3425	       0.190477	
        19.5746	       0.190167	
        19.8095	       0.188365	
        20.0417	       0.185431	
        20.2754	       0.184427	
        20.5078	       0.184087	
          20.74	        0.18169	
        20.9723	       0.178512	
         21.203	       0.177159	
        21.4343	       0.176818	
         21.665	       0.174815	
        21.8959	       0.173158	
        22.1257	       0.173113	
        22.3548	       0.172499	
        22.5847	       0.170789	
        22.8131	       0.167985	
        23.0437	       0.165773	
        23.2723	       0.165097	
        23.5008	        0.16545	
        23.7278	       0.164416	
        23.9567	       0.160289	
        24.1836	       0.157548	
         24.412	       0.154108	
        24.6383	       0.150891	
        24.8658	       0.151102	
        25.0922	       0.149076	
        25.3171	        0.14593	
        25.5437	       0.145765	
        25.7688	       0.144814	
        25.9961	        0.14195	
        26.2203	       0.140233	
        26.4458	       0.137008	
        26.6704	       0.134305	
        26.8962	       0.132673	
        27.1189	       0.131201	
         27.344	       0.130001	
        27.5672	       0.127581	
        27.7922	        0.12444	
        28.0159	       0.121429	
        28.2382	       0.120788	
        28.4618	       0.119538	
        28.6846	       0.116892	
        28.9083	       0.115575	
        29.1318	       0.112537	
        29.3527	       0.107541	
        29.5757	       0.104075	
        29.7968	       0.102007	
        30.0206	      0.0989123	
        30.2418	      0.0952548	
        30.4635	       0.091834	
        30.6869	      0.0872555	
        30.9078	      0.0841756	
        31.1295	      0.0809366	
        31.3507	      0.0754968	
        31.5717	      0.0727893	
        31.7933	      0.0710223	
        32.0133	      0.0675689	
        32.2346	       0.065105	
        32.4554	      0.0616625	
        32.6772	      0.0581415	
        32.8964	      0.0567062	
        33.1188	      0.0541559	
        33.3385	      0.0497965	
        33.5597	       0.045872	
        33.7794	      0.0437655	
        34.0005	      0.0419896	
        34.2197	      0.0404185	
        34.4408	      0.0385027	
        34.6612	       0.034426	
        34.8832	      0.0299949	
        35.1016	      0.0268613	
        35.3221	      0.0261661	
        35.5431	      0.0254528	
        35.7625	      0.0214156	
         35.984	      0.0172802	
        36.2036	      0.0143685	
         36.425	     0.00905669	
        36.6452	     0.00287438	
        36.8661	    -0.00309611	
        37.0853	    -0.00849769	
        37.3065	     -0.0124154	
        37.5273	     -0.0186638	
         37.748	     -0.0234087	
        37.9689	     -0.0283339	
        38.1894	     -0.0350664	
        38.4108	     -0.0392489	
        38.6315	     -0.0447942	
        38.8525	     -0.0524727	
        39.0751	     -0.0576235	
        39.2957	     -0.0621467	
        39.5179	     -0.0694631	
        39.7382	     -0.0763963	
        39.9601	     -0.0824432	
        40.1814	      -0.089522	
        40.4051	     -0.0970706	
        40.6261	       -0.10016	
        40.8484	      -0.103903	
        41.0725	      -0.110959	
        41.2949	      -0.116854	
        41.5168	      -0.122986	
        41.7402	      -0.130668	
        41.9654	      -0.139141	
        42.1888	      -0.145716	
        42.4117	      -0.153432	
        42.6365	      -0.162936	
        42.8618	      -0.170748	
        43.0867	      -0.175935	
        43.3122	      -0.181071	
         43.536	        -0.1895	
        43.7618	      -0.197173	
        43.9896	      -0.203996	
        44.2132	      -0.214972	
        44.4401	      -0.222162	
        44.6665	      -0.232027	
        44.8938	      -0.244284	
         45.122	      -0.254566	
        45.3485	      -0.268821	
        45.5772	      -0.281467	
        45.8069	      -0.289161	
        46.0364	      -0.297224	
        46.2667	      -0.312199	
        46.4954	      -0.323701	
        46.7266	      -0.333984	
        46.9574	      -0.351407	
        47.1895	       -0.36639	
        47.4181	      -0.375389	
        47.6525	      -0.386352	
        47.8854	      -0.400564	
        48.1177	      -0.419229	
        48.3514	      -0.442497	
        48.5849	      -0.467158	
        48.8216	      -0.491265	
        49.0579	      -0.524734	
        49.2941	      -0.557519	
        49.5285	      -0.581412	
        49.7677	      -0.607229	
        50.0052	      -0.637477	
        50.2429	      -0.673191	
        50.4836	      -0.714613	
        50.7225	      -0.750397	
        50.9637	       -0.78514	
        51.2043	      -0.832724	
        51.4469	      -0.887332	
        51.6897	      -0.953873	
        51.9346	       -1.00201	
        52.1774	       -1.04034	
        52.4228	       -1.06343	
        52.6677	       -1.08298	
        52.9149	       -1.09999	
        53.1625	       -1.14645	
        53.4122	       -1.25338	
        53.6607	        -1.3052	
         53.913	       -1.36816	
        54.1643	       -1.40917	
        54.4155	       -1.37088	
        54.6697	         -1.384	
        54.9263	       -1.50351	
        55.1814	       -1.69407	
        55.4397	       -1.80767	
        55.6958	       -1.83945	
        55.9553	       -1.85239	
        56.2175	       -1.87075	
        56.4757	       -1.96278	
          56.74	       -2.11511	
        57.0049	       -2.26058	
        57.2694	       -2.38038	
        57.5378	       -2.50585	
        57.8052	        -2.6168	
        58.0761	       -2.73485	
         58.346	        -2.9083	
        58.6192	       -3.12972	
         58.894	       -3.33561	
        59.1693	       -3.44703	
        59.4477	       -3.63858	
